PassengerId,Age,SibSp,Parch,Fare,Pclass_1,Pclass_2,Pclass_3,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Survived
838,29.69911764705882,0,0,8.05,0,0,1,0,1,0,0,1,0
839,32.0,0,0,56.4958,0,0,1,0,1,0,0,1,1
840,29.69911764705882,0,0,29.7,1,0,0,0,1,1,0,0,1
841,20.0,0,0,7.925,0,0,1,0,1,0,0,1,0
842,16.0,0,0,10.5,0,1,0,0,1,0,0,1,0
843,30.0,0,0,31.0,1,0,0,1,0,1,0,0,1
844,34.5,0,0,6.4375,0,0,1,0,1,1,0,0,0
845,17.0,0,0,8.6625,0,0,1,0,1,0,0,1,0
846,42.0,0,0,7.55,0,0,1,0,1,0,0,1,0
847,29.69911764705882,8,2,69.55,0,0,1,0,1,0,0,1,0
848,35.0,0,0,7.8958,0,0,1,0,1,1,0,0,0
849,28.0,0,1,33.0,0,1,0,0,1,0,0,1,0
850,29.69911764705882,1,0,89.1042,1,0,0,1,0,1,0,0,1
851,4.0,4,2,31.275,0,0,1,0,1,0,0,1,0
852,74.0,0,0,7.775,0,0,1,0,1,0,0,1,0
853,9.0,1,1,15.2458,0,0,1,1,0,1,0,0,0
854,16.0,0,1,39.4,1,0,0,1,0,0,0,1,1
855,44.0,1,0,26.0,0,1,0,1,0,0,0,1,0
856,18.0,0,1,9.35,0,0,1,1,0,0,0,1,1
857,45.0,1,1,164.8667,1,0,0,1,0,0,0,1,1
858,51.0,0,0,26.55,1,0,0,0,1,0,0,1,1
859,24.0,0,3,19.2583,0,0,1,1,0,1,0,0,1
860,29.69911764705882,0,0,7.2292,0,0,1,0,1,1,0,0,0
861,41.0,2,0,14.1083,0,0,1,0,1,0,0,1,0
862,21.0,1,0,11.5,0,1,0,0,1,0,0,1,0
863,48.0,0,0,25.9292,1,0,0,1,0,0,0,1,1
864,29.69911764705882,8,2,69.55,0,0,1,1,0,0,0,1,0
865,24.0,0,0,13.0,0,1,0,0,1,0,0,1,0
866,42.0,0,0,13.0,0,1,0,1,0,0,0,1,1
867,27.0,1,0,13.8583,0,1,0,1,0,1,0,0,1
868,31.0,0,0,50.4958,1,0,0,0,1,0,0,1,0
869,29.69911764705882,0,0,9.5,0,0,1,0,1,0,0,1,0
870,4.0,1,1,11.1333,0,0,1,0,1,0,0,1,1
871,26.0,0,0,7.8958,0,0,1,0,1,0,0,1,0
872,47.0,1,1,52.5542,1,0,0,1,0,0,0,1,1
873,33.0,0,0,5.0,1,0,0,0,1,0,0,1,0
874,47.0,0,0,9.0,0,0,1,0,1,0,0,1,0
875,28.0,1,0,24.0,0,1,0,1,0,1,0,0,1
876,15.0,0,0,7.225,0,0,1,1,0,1,0,0,1
877,20.0,0,0,9.8458,0,0,1,0,1,0,0,1,0
878,19.0,0,0,7.8958,0,0,1,0,1,0,0,1,0
879,29.69911764705882,0,0,7.8958,0,0,1,0,1,0,0,1,0
880,56.0,0,1,83.1583,1,0,0,1,0,1,0,0,1
881,25.0,0,1,26.0,0,1,0,1,0,0,0,1,1
882,33.0,0,0,7.8958,0,0,1,0,1,0,0,1,0
883,22.0,0,0,10.5167,0,0,1,1,0,0,0,1,0
884,28.0,0,0,10.5,0,1,0,0,1,0,0,1,0
885,25.0,0,0,7.05,0,0,1,0,1,0,0,1,0
886,39.0,0,5,29.125,0,0,1,1,0,0,1,0,0
887,27.0,0,0,13.0,0,1,0,0,1,0,0,1,0
888,19.0,0,0,30.0,1,0,0,1,0,0,0,1,1
889,29.69911764705882,1,2,23.45,0,0,1,1,0,0,0,1,0
890,26.0,0,0,30.0,1,0,0,0,1,1,0,0,1
891,32.0,0,0,7.75,0,0,1,0,1,0,1,0,0
