,burglary,common assault,larceny,robbery - street,auto theft,agg. assault,larceny from auto,shooting,robbery - residence,robbery - commercial,arson,homicide,robbery - carjacking,rape
2015-10-24,,14,39,10,7,13,23,1,0,1,1.0,1.0,1.0,0.0
2015-10-25,,29,22,12,12,18,20,0,0,4,0.0,3.0,1.0,1.0
2015-10-26,,21,31,9,12,10,28,0,1,3,0.0,1.0,0.0,0.0
2015-10-27,,18,41,9,14,17,20,1,2,0,1.0,1.0,0.0,1.0
2015-10-28,,21,34,9,13,9,24,0,0,4,1.0,0.0,2.0,1.0
2015-10-29,,18,37,9,6,12,20,1,2,5,1.0,0.0,3.0,0.0
2015-10-30,,23,24,9,21,17,31,1,2,1,0.0,1.0,1.0,3.0
2015-10-31,,24,25,7,11,18,16,1,0,2,1.0,1.0,2.0,2.0
2015-11-01,,26,24,10,15,20,21,2,1,0,0.0,0.0,1.0,3.0
2015-11-02,,27,29,12,11,11,22,2,2,2,2.0,0.0,3.0,0.0
2015-11-03,,24,28,11,12,8,22,2,1,4,1.0,2.0,1.0,0.0
2015-11-04,,20,29,11,11,10,19,2,2,3,1.0,2.0,1.0,1.0
2015-11-05,,24,33,8,12,13,26,2,1,4,1.0,1.0,2.0,1.0
2015-11-06,,13,39,13,25,12,29,4,1,5,0.0,0.0,0.0,1.0
2015-11-07,,28,27,6,11,4,23,0,0,4,1.0,2.0,0.0,0.0
2015-11-08,,20,17,2,13,11,14,0,0,2,2.0,3.0,1.0,1.0
2015-11-09,,17,38,9,8,12,18,1,0,2,1.0,1.0,1.0,0.0
2015-11-10,,16,31,17,11,4,13,0,1,4,0.0,0.0,2.0,4.0
2015-11-11,,17,20,11,16,12,18,4,3,0,1.0,0.0,1.0,0.0
2015-11-12,,23,32,13,10,17,18,0,0,5,1.0,1.0,0.0,1.0
2015-11-13,,15,38,5,11,8,11,1,1,5,0.0,0.0,1.0,2.0
2015-11-14,,13,26,8,11,9,16,3,0,4,1.0,5.0,0.0,0.0
2015-11-15,,23,17,9,16,19,27,6,3,2,1.0,1.0,0.0,0.0
2015-11-16,,16,32,10,11,12,13,1,2,4,0.0,3.0,1.0,1.0
2015-11-17,,13,27,15,16,6,23,1,3,4,2.0,0.0,0.0,0.0
2015-11-18,,24,29,17,16,11,20,1,0,3,2.0,1.0,2.0,1.0
2015-11-19,,19,43,10,13,9,33,0,3,1,1.0,1.0,0.0,1.0
2015-11-20,,15,39,11,13,5,25,1,0,4,1.0,1.0,2.0,0.0
2015-11-21,,20,30,15,11,18,26,6,2,2,0.0,1.0,2.0,2.0
2015-11-22,,15,28,11,15,12,20,1,5,4,0.0,0.0,0.0,0.0
2015-11-23,,19,29,7,6,7,19,2,0,0,0.0,0.0,1.0,1.0
2015-11-24,,16,34,14,9,10,20,3,1,2,0.0,0.0,0.0,0.0
2015-11-25,,17,23,13,9,10,19,2,0,2,0.0,0.0,2.0,0.0
2015-11-26,,16,14,6,9,14,21,1,3,0,0.0,0.0,1.0,0.0
2015-11-27,,22,23,6,14,14,23,0,3,5,0.0,0.0,2.0,1.0
2015-11-28,,30,30,11,9,12,20,0,1,5,2.0,1.0,1.0,1.0
2015-11-29,,19,14,12,17,10,13,2,2,1,0.0,1.0,0.0,0.0
2015-11-30,,12,42,11,20,9,16,0,0,5,1.0,0.0,0.0,0.0
2015-12-01,,15,34,9,9,11,17,0,2,2,0.0,1.0,1.0,5.0
2015-12-02,,16,39,8,13,6,15,1,1,4,3.0,3.0,2.0,0.0
2015-12-03,,15,33,9,10,5,17,1,4,3,0.0,1.0,0.0,1.0
2015-12-04,,22,30,7,9,7,19,2,1,0,2.0,2.0,2.0,1.0
2015-12-05,,12,27,3,9,5,12,0,3,3,0.0,1.0,2.0,0.0
2015-12-06,,23,21,3,12,15,17,2,3,0,1.0,3.0,2.0,2.0
2015-12-07,,18,30,10,6,11,12,1,1,2,0.0,0.0,1.0,0.0
2015-12-08,,14,23,8,17,14,19,1,0,0,0.0,0.0,0.0,1.0
2015-12-09,,17,34,7,10,16,21,3,1,2,0.0,1.0,2.0,1.0
2015-12-10,,16,30,15,17,15,22,2,0,4,1.0,0.0,2.0,1.0
2015-12-11,,28,24,14,11,18,12,6,2,2,1.0,1.0,2.0,2.0
2015-12-12,,35,33,13,8,20,30,1,1,0,4.0,0.0,2.0,0.0
2015-12-13,,21,21,8,16,15,20,1,1,3,1.0,1.0,0.0,2.0
2015-12-14,,22,24,9,8,6,34,0,2,1,1.0,1.0,0.0,1.0
2015-12-15,,13,32,10,8,9,19,0,4,5,0.0,1.0,0.0,0.0
2015-12-16,,18,36,13,13,13,17,2,1,2,0.0,2.0,1.0,0.0
2015-12-17,,16,23,11,11,6,15,1,0,1,1.0,1.0,1.0,1.0
2015-12-18,,21,31,9,10,12,17,1,0,6,0.0,1.0,1.0,1.0
2015-12-19,,21,22,9,9,18,13,6,0,3,0.0,0.0,0.0,0.0
2015-12-20,,19,18,11,13,18,21,4,0,2,0.0,4.0,0.0,0.0
2015-12-21,,29,37,12,10,6,21,1,0,7,0.0,0.0,6.0,0.0
2015-12-22,,18,29,21,11,14,16,1,2,5,0.0,0.0,3.0,0.0
2015-12-23,,14,26,12,9,10,15,0,2,6,1.0,1.0,0.0,2.0
2015-12-24,,19,23,15,17,8,21,0,0,0,1.0,0.0,4.0,1.0
2015-12-25,,24,12,10,10,6,13,1,1,3,0.0,0.0,2.0,0.0
2015-12-26,,23,26,10,16,10,16,0,0,0,0.0,1.0,3.0,0.0
2015-12-27,,18,23,20,8,16,16,6,1,3,0.0,1.0,2.0,1.0
2015-12-28,,16,23,10,13,12,18,0,2,2,0.0,3.0,0.0,0.0
2015-12-29,,21,20,8,8,13,31,1,0,0,0.0,1.0,0.0,0.0
2015-12-30,,13,31,5,9,11,14,4,0,5,1.0,1.0,2.0,0.0
2015-12-31,,14,24,6,6,7,12,0,0,2,2.0,1.0,0.0,1.0
2016-01-01,,22,37,8,15,18,23,3,2,3,2.0,1.0,0.0,1.0
2016-01-02,,20,34,9,8,14,10,1,1,7,0.0,0.0,0.0,1.0
2016-01-03,,10,16,9,12,13,25,0,1,2,0.0,0.0,2.0,0.0
2016-01-04,,10,25,6,19,5,17,0,3,3,0.0,0.0,2.0,1.0
2016-01-05,,20,28,12,17,13,10,0,1,2,1.0,1.0,0.0,1.0
2016-01-06,,19,24,7,14,8,13,0,1,2,0.0,0.0,3.0,2.0
2016-01-07,,23,29,10,8,10,22,5,1,3,2.0,3.0,0.0,3.0
2016-01-08,,25,39,18,13,10,14,3,0,3,1.0,0.0,2.0,1.0
2016-01-09,,21,19,15,17,13,20,3,1,1,1.0,0.0,3.0,1.0
2016-01-10,,22,16,8,14,10,17,4,7,1,0.0,1.0,3.0,0.0
2016-01-11,,14,16,11,14,12,10,0,0,2,0.0,1.0,5.0,2.0
2016-01-12,,23,28,11,13,8,26,1,1,2,1.0,1.0,0.0,3.0
2016-01-13,,18,16,6,23,7,19,1,0,5,0.0,0.0,0.0,0.0
2016-01-14,,15,32,12,15,15,16,2,0,4,0.0,0.0,0.0,0.0
2016-01-15,,20,32,7,11,13,13,1,1,4,2.0,1.0,0.0,0.0
2016-01-16,,22,24,2,13,19,18,1,1,1,2.0,0.0,0.0,0.0
2016-01-17,,17,22,17,18,23,13,2,2,4,0.0,0.0,0.0,1.0
2016-01-18,,14,15,10,18,3,18,2,2,2,1.0,1.0,1.0,0.0
2016-01-19,,16,22,10,14,15,14,1,2,2,0.0,2.0,0.0,0.0
2016-01-20,,15,20,8,10,6,12,0,1,2,0.0,0.0,0.0,3.0
2016-01-21,,9,20,9,14,6,13,1,0,3,0.0,0.0,3.0,0.0
2016-01-22,,9,19,8,14,7,13,1,2,1,0.0,0.0,0.0,0.0
2016-01-23,,5,4,0,6,1,2,0,0,1,0.0,0.0,1.0,1.0
2016-01-24,,10,5,2,6,3,6,0,0,1,0.0,0.0,0.0,0.0
2016-01-25,,16,11,5,9,12,3,1,1,1,1.0,0.0,0.0,0.0
2016-01-26,,16,12,9,9,8,8,1,0,2,0.0,1.0,0.0,1.0
2016-01-27,,25,19,3,12,10,12,0,0,1,0.0,0.0,0.0,0.0
2016-01-28,,12,22,8,14,12,12,0,2,0,0.0,0.0,2.0,0.0
2016-01-29,,16,14,8,16,13,12,1,2,4,0.0,1.0,0.0,0.0
2016-01-30,,12,28,3,6,8,13,0,4,0,0.0,0.0,2.0,0.0
2016-01-31,,17,26,4,15,15,15,1,0,2,1.0,0.0,0.0,0.0
2016-02-01,,19,23,14,4,9,15,2,2,3,1.0,1.0,0.0,3.0
2016-02-02,,17,24,4,12,9,11,0,1,0,1.0,0.0,0.0,2.0
2016-02-03,,23,18,10,13,13,5,1,0,0,0.0,1.0,1.0,0.0
2016-02-04,,6,24,14,7,7,13,2,1,3,0.0,1.0,1.0,0.0
2016-02-05,,23,18,6,17,6,7,0,1,1,0.0,2.0,1.0,0.0
2016-02-06,,17,23,2,6,17,13,0,2,1,0.0,0.0,2.0,0.0
2016-02-07,,19,15,14,14,6,17,1,0,2,0.0,0.0,1.0,0.0
2016-02-08,,24,28,13,9,18,11,1,4,0,0.0,1.0,0.0,1.0
2016-02-09,,12,17,7,9,5,6,1,3,1,1.0,0.0,0.0,1.0
2016-02-10,,22,27,10,11,6,10,2,0,3,1.0,2.0,1.0,0.0
2016-02-11,,13,16,5,7,7,6,0,0,1,0.0,1.0,0.0,0.0
2016-02-12,,15,27,6,14,8,5,0,0,4,0.0,1.0,0.0,2.0
2016-02-13,,11,22,4,15,8,10,0,1,3,0.0,0.0,0.0,2.0
2016-02-14,,11,12,9,9,14,6,1,0,1,1.0,0.0,1.0,0.0
2016-02-15,,13,18,5,4,6,4,1,0,1,0.0,1.0,1.0,0.0
2016-02-16,,13,17,8,16,10,11,1,3,1,0.0,0.0,0.0,0.0
2016-02-17,,16,13,4,12,15,13,1,4,3,1.0,1.0,2.0,0.0
2016-02-18,,17,16,5,10,9,8,1,0,2,0.0,1.0,2.0,0.0
2016-02-19,,17,23,14,13,10,18,4,1,1,2.0,1.0,1.0,2.0
2016-02-20,,13,18,3,13,10,10,0,0,2,0.0,2.0,1.0,0.0
2016-02-21,,24,19,6,12,7,14,0,1,0,0.0,3.0,1.0,0.0
2016-02-22,,19,21,6,13,15,14,4,0,0,2.0,0.0,1.0,1.0
2016-02-23,,15,20,4,7,8,16,0,0,2,3.0,1.0,0.0,1.0
2016-02-24,,23,21,5,9,7,9,0,1,2,0.0,0.0,1.0,3.0
2016-02-25,,11,26,10,6,11,8,3,0,3,0.0,1.0,1.0,1.0
2016-02-26,,9,33,3,8,12,15,1,1,2,0.0,1.0,3.0,0.0
2016-02-27,,9,20,1,8,14,6,4,2,2,0.0,0.0,0.0,0.0
2016-02-28,,27,15,10,11,10,19,1,1,1,0.0,0.0,0.0,2.0
2016-02-29,,22,22,6,5,11,18,1,0,2,1.0,2.0,1.0,0.0
2016-03-01,,15,36,8,10,15,10,1,1,0,0.0,0.0,0.0,3.0
2016-03-02,,14,23,5,11,3,6,0,3,2,1.0,0.0,0.0,2.0
2016-03-03,,20,28,2,7,14,9,0,2,3,0.0,1.0,0.0,1.0
2016-03-04,,15,25,3,10,11,16,1,3,4,0.0,0.0,1.0,2.0
2016-03-05,,19,28,7,12,16,12,3,1,0,0.0,0.0,0.0,3.0
2016-03-06,,22,22,5,13,12,13,1,1,1,1.0,1.0,1.0,0.0
2016-03-07,,21,34,7,16,20,22,5,2,2,0.0,0.0,1.0,0.0
2016-03-08,,18,31,7,12,15,13,2,1,0,1.0,0.0,0.0,1.0
2016-03-09,,20,28,3,13,8,15,0,1,0,0.0,0.0,1.0,0.0
2016-03-10,,35,31,8,5,15,12,1,1,1,2.0,1.0,1.0,0.0
2016-03-11,,20,32,4,12,20,13,2,1,0,0.0,0.0,3.0,1.0
2016-03-12,,18,23,11,18,22,17,1,2,2,1.0,1.0,1.0,0.0
2016-03-13,,13,16,6,13,10,12,1,1,5,0.0,1.0,1.0,0.0
2016-03-14,,15,20,8,13,9,12,0,2,3,1.0,0.0,0.0,2.0
2016-03-15,,23,30,9,8,12,16,1,3,3,0.0,1.0,0.0,0.0
2016-03-16,,19,25,13,17,15,19,3,0,4,1.0,1.0,0.0,0.0
2016-03-17,,16,37,10,12,24,11,2,0,0,0.0,1.0,0.0,0.0
2016-03-18,,18,24,10,15,20,10,2,1,0,1.0,1.0,1.0,2.0
2016-03-19,,14,18,9,9,7,13,3,1,1,0.0,1.0,0.0,0.0
2016-03-20,,10,15,7,10,14,11,2,1,2,1.0,1.0,1.0,0.0
2016-03-21,,22,26,8,17,17,10,0,0,7,0.0,0.0,1.0,0.0
2016-03-22,,27,37,11,9,10,12,0,0,3,1.0,2.0,0.0,0.0
2016-03-23,,23,34,16,13,13,13,0,1,1,0.0,0.0,0.0,0.0
2016-03-24,,22,29,7,23,13,12,1,1,1,0.0,1.0,0.0,0.0
2016-03-25,,16,25,9,15,23,16,6,4,3,0.0,0.0,0.0,1.0
2016-03-26,,24,31,10,11,15,16,1,2,3,1.0,0.0,1.0,5.0
2016-03-27,,21,21,3,17,11,16,1,2,2,1.0,1.0,0.0,0.0
2016-03-28,,14,30,6,6,13,11,3,3,4,1.0,0.0,0.0,0.0
2016-03-29,,14,33,7,9,11,16,2,2,0,1.0,1.0,2.0,0.0
2016-03-30,,18,26,13,13,12,25,1,0,6,2.0,1.0,1.0,2.0
2016-03-31,,15,23,7,6,8,17,2,1,1,0.0,1.0,1.0,0.0
2016-04-01,,18,42,8,10,20,18,0,1,0,0.0,0.0,0.0,1.0
2016-04-02,,29,28,8,13,20,16,1,1,1,0.0,0.0,4.0,0.0
2016-04-03,,15,18,10,10,7,22,1,1,0,0.0,1.0,1.0,0.0
2016-04-04,,18,33,5,8,11,15,0,0,2,1.0,0.0,1.0,1.0
2016-04-05,,13,25,8,16,12,13,1,0,1,0.0,0.0,1.0,0.0
2016-04-06,,17,26,6,13,25,17,1,2,1,1.0,1.0,3.0,0.0
2016-04-07,,16,23,5,14,13,18,1,1,0,1.0,1.0,2.0,0.0
2016-04-08,,24,26,8,13,9,25,0,2,2,0.0,3.0,1.0,2.0
2016-04-09,,24,28,9,8,8,19,4,1,0,1.0,0.0,1.0,0.0
2016-04-10,,15,21,9,9,13,9,3,3,2,1.0,0.0,3.0,1.0
2016-04-11,,32,34,9,18,16,16,1,0,2,0.0,2.0,1.0,2.0
2016-04-12,,17,32,10,14,8,17,1,0,1,2.0,2.0,3.0,0.0
2016-04-13,,15,38,7,13,17,18,0,1,2,1.0,0.0,1.0,1.0
2016-04-14,,14,40,6,12,14,19,1,1,2,0.0,0.0,0.0,0.0
2016-04-15,,28,20,15,13,12,23,1,0,3,1.0,0.0,1.0,3.0
2016-04-16,,23,29,12,11,23,22,2,2,0,1.0,1.0,3.0,3.0
2016-04-17,,26,17,6,9,18,19,2,1,1,2.0,1.0,2.0,1.0
2016-04-18,,25,30,13,12,22,19,2,1,4,0.0,1.0,1.0,2.0
2016-04-19,,12,44,9,11,23,17,3,2,1,1.0,2.0,0.0,0.0
2016-04-20,,24,37,16,13,11,26,1,0,3,1.0,0.0,0.0,0.0
2016-04-21,,18,33,8,13,9,15,4,1,4,3.0,0.0,2.0,1.0
2016-04-22,,25,39,10,12,15,23,0,0,2,1.0,1.0,3.0,1.0
2016-04-23,,25,26,13,12,11,17,1,0,3,1.0,0.0,2.0,0.0
2016-04-24,,17,28,10,13,15,28,6,1,4,2.0,2.0,3.0,2.0
2016-04-25,,14,44,12,11,11,19,1,1,3,0.0,3.0,3.0,3.0
2016-04-26,,15,31,17,8,21,13,4,0,4,2.0,3.0,4.0,0.0
2016-04-27,,16,33,10,8,12,16,0,2,2,2.0,1.0,1.0,0.0
2016-04-28,,11,28,10,14,10,12,1,4,2,1.0,3.0,1.0,1.0
2016-04-29,,19,37,11,8,17,9,0,0,5,0.0,0.0,4.0,0.0
2016-04-30,,16,25,12,10,5,15,0,1,1,0.0,0.0,0.0,3.0
2016-05-01,,20,40,5,14,6,15,1,1,1,0.0,0.0,2.0,0.0
2016-05-02,,19,46,8,14,14,15,4,1,5,2.0,1.0,0.0,0.0
2016-05-03,,15,38,8,14,30,16,2,1,2,0.0,1.0,1.0,0.0
2016-05-04,,15,33,8,15,18,17,0,4,2,0.0,1.0,2.0,0.0
2016-05-05,,15,33,14,14,13,11,0,0,3,1.0,0.0,0.0,1.0
2016-05-06,,15,42,7,9,27,13,3,1,3,0.0,1.0,1.0,0.0
2016-05-07,,16,23,6,11,15,12,4,2,2,1.0,1.0,1.0,1.0
2016-05-08,,18,24,10,12,14,19,1,0,2,1.0,1.0,2.0,0.0
2016-05-09,,18,40,19,14,11,25,2,2,0,0.0,0.0,3.0,0.0
2016-05-10,,17,36,20,9,19,11,3,0,2,0.0,1.0,4.0,0.0
2016-05-11,,16,23,14,12,8,20,2,1,4,0.0,0.0,1.0,1.0
2016-05-12,,22,44,6,15,18,24,2,2,6,1.0,1.0,0.0,2.0
2016-05-13,,15,39,8,14,15,14,2,1,1,0.0,0.0,1.0,1.0
2016-05-14,,24,25,11,8,13,13,5,0,2,0.0,0.0,0.0,0.0
2016-05-15,,23,40,11,9,17,15,3,1,1,2.0,0.0,0.0,2.0
2016-05-16,,15,34,7,8,15,17,5,4,3,2.0,0.0,2.0,1.0
2016-05-17,,22,31,15,4,13,16,2,4,3,0.0,1.0,0.0,0.0
2016-05-18,,14,36,15,8,12,16,8,2,3,0.0,0.0,0.0,2.0
2016-05-19,,18,34,7,7,9,25,4,0,3,1.0,0.0,1.0,0.0
2016-05-20,,34,35,12,10,10,19,3,1,2,0.0,1.0,3.0,2.0
2016-05-21,,28,23,9,9,12,23,4,2,2,1.0,0.0,0.0,0.0
2016-05-22,,20,13,11,19,16,20,0,0,2,1.0,0.0,0.0,4.0
2016-05-23,,12,21,19,10,11,18,3,3,1,1.0,3.0,0.0,1.0
2016-05-24,,29,31,15,14,15,16,6,1,3,3.0,0.0,2.0,0.0
2016-05-25,,25,30,9,13,12,26,1,2,4,0.0,4.0,1.0,1.0
2016-05-26,,34,36,15,15,8,14,0,2,4,1.0,4.0,1.0,1.0
2016-05-27,,22,47,13,11,15,19,3,1,3,0.0,2.0,0.0,1.0
2016-05-28,,23,34,19,16,29,17,4,5,2,1.0,1.0,0.0,2.0
2016-05-29,,18,23,6,12,18,13,1,0,0,1.0,0.0,0.0,1.0
2016-05-30,,24,26,14,20,19,37,6,2,2,4.0,0.0,2.0,0.0
2016-05-31,,17,34,8,7,27,13,1,1,1,3.0,1.0,1.0,0.0
2016-06-01,,18,40,16,5,13,14,2,2,5,1.0,0.0,1.0,0.0
2016-06-02,,14,33,13,9,18,8,3,4,4,1.0,0.0,1.0,0.0
2016-06-03,,22,31,12,15,11,19,0,1,2,1.0,2.0,0.0,2.0
2016-06-04,,41,23,7,9,18,18,2,2,3,0.0,1.0,0.0,2.0
2016-06-05,,26,20,9,13,12,21,2,1,2,2.0,0.0,0.0,1.0
2016-06-06,,24,31,12,18,14,25,2,3,8,1.0,2.0,1.0,1.0
2016-06-07,,15,28,5,21,18,16,4,0,2,0.0,0.0,3.0,0.0
2016-06-08,,19,39,11,8,23,19,5,0,5,0.0,2.0,0.0,1.0
2016-06-09,,26,29,5,9,15,24,0,2,3,1.0,2.0,0.0,1.0
2016-06-10,,23,25,14,13,22,24,5,1,1,1.0,2.0,1.0,3.0
2016-06-11,,19,26,16,8,31,20,3,6,5,1.0,2.0,0.0,2.0
2016-06-12,,27,36,4,15,13,17,1,0,0,1.0,0.0,1.0,0.0
2016-06-13,,22,36,10,14,24,23,2,3,5,0.0,1.0,4.0,0.0
2016-06-14,,15,34,5,23,6,13,0,0,4,0.0,1.0,1.0,0.0
2016-06-15,,24,46,8,17,19,19,2,0,1,2.0,0.0,3.0,0.0
2016-06-16,,25,25,4,12,13,19,1,1,3,1.0,0.0,0.0,0.0
2016-06-17,,24,29,9,12,12,22,0,0,1,0.0,0.0,0.0,1.0
2016-06-18,,29,27,5,10,16,24,3,0,2,1.0,0.0,0.0,3.0
2016-06-19,,28,21,11,7,19,30,2,0,3,1.0,0.0,1.0,0.0
2016-06-20,,26,31,17,18,13,39,6,2,1,3.0,0.0,1.0,0.0
2016-06-21,,25,33,12,9,11,19,4,1,3,3.0,1.0,0.0,1.0
2016-06-22,,23,24,12,12,16,25,3,2,2,1.0,2.0,2.0,0.0
2016-06-23,,18,31,15,13,22,31,5,0,3,1.0,1.0,2.0,0.0
2016-06-24,,20,22,11,8,21,17,3,2,2,0.0,1.0,3.0,0.0
2016-06-25,,26,34,6,21,14,23,1,1,1,1.0,1.0,0.0,1.0
2016-06-26,,19,37,7,8,15,17,1,1,3,1.0,2.0,0.0,0.0
2016-06-27,,29,27,11,11,8,13,2,1,1,2.0,0.0,1.0,1.0
2016-06-28,,17,32,6,11,20,21,6,1,2,2.0,3.0,0.0,1.0
2016-06-29,,21,30,8,18,8,25,1,3,1,3.0,0.0,0.0,1.0
2016-06-30,,20,27,7,9,15,17,1,2,1,1.0,1.0,1.0,0.0
2016-07-01,,24,36,5,6,14,24,0,5,1,0.0,1.0,1.0,3.0
2016-07-02,,16,21,7,11,10,24,3,2,2,1.0,0.0,0.0,0.0
2016-07-03,,19,36,13,19,12,14,1,0,4,1.0,1.0,0.0,0.0
2016-07-04,,16,19,8,12,12,15,1,1,2,0.0,0.0,2.0,1.0
2016-07-05,,19,27,14,9,24,29,2,2,2,0.0,2.0,0.0,4.0
2016-07-06,,15,34,14,6,22,18,6,2,3,0.0,2.0,0.0,0.0
2016-07-07,,17,29,11,11,19,16,2,1,2,2.0,0.0,3.0,0.0
2016-07-08,,11,28,13,11,9,14,0,0,3,0.0,2.0,0.0,0.0
2016-07-09,,12,28,15,8,5,13,2,1,1,1.0,0.0,2.0,0.0
2016-07-10,,19,26,7,9,12,27,2,2,1,0.0,3.0,2.0,0.0
2016-07-11,,18,36,14,14,23,17,6,2,3,0.0,2.0,1.0,3.0
2016-07-12,,20,27,16,7,11,18,1,0,2,5.0,1.0,1.0,1.0
2016-07-13,,21,34,10,10,12,18,2,1,1,2.0,1.0,1.0,0.0
2016-07-14,,27,30,9,12,17,9,2,1,1,3.0,2.0,2.0,1.0
2016-07-15,,12,25,10,5,7,28,0,0,4,0.0,0.0,2.0,1.0
2016-07-16,,16,36,11,16,13,8,2,0,3,0.0,2.0,1.0,1.0
2016-07-17,,25,18,11,14,19,21,2,1,4,3.0,0.0,4.0,0.0
2016-07-18,,24,24,9,10,13,9,2,3,3,0.0,2.0,0.0,0.0
2016-07-19,,12,23,10,20,16,22,4,0,3,0.0,3.0,3.0,0.0
2016-07-20,,17,36,15,11,26,23,4,1,1,0.0,0.0,3.0,0.0
2016-07-21,,17,29,10,15,11,22,2,0,6,1.0,1.0,1.0,2.0
2016-07-22,,17,23,15,8,24,20,1,1,0,0.0,0.0,1.0,1.0
2016-07-23,,19,17,8,19,11,10,1,1,3,1.0,2.0,0.0,1.0
2016-07-24,,13,19,14,16,19,13,5,4,2,0.0,2.0,1.0,0.0
2016-07-25,,21,32,12,12,17,18,5,2,3,2.0,2.0,2.0,0.0
2016-07-26,,18,30,11,18,17,15,0,2,1,0.0,1.0,3.0,0.0
2016-07-27,,14,16,3,18,15,23,2,3,2,0.0,0.0,2.0,4.0
2016-07-28,,21,26,8,18,13,27,4,1,1,1.0,3.0,0.0,1.0
2016-07-29,,12,46,6,15,6,18,0,1,1,0.0,1.0,0.0,0.0
2016-07-30,,22,33,9,9,17,9,1,2,4,0.0,0.0,2.0,1.0
2016-07-31,,27,36,13,11,5,21,1,0,0,0.0,0.0,1.0,1.0
2016-08-01,,20,38,14,13,17,20,3,1,0,0.0,0.0,1.0,0.0
2016-08-02,,12,31,12,17,22,27,6,1,0,0.0,0.0,2.0,2.0
2016-08-03,,15,40,9,10,13,19,4,3,3,2.0,1.0,1.0,0.0
2016-08-04,,13,32,10,11,13,29,2,1,4,1.0,1.0,0.0,2.0
2016-08-05,,25,39,15,12,11,16,4,2,0,0.0,1.0,0.0,1.0
2016-08-06,,17,31,8,19,15,17,1,1,3,1.0,0.0,1.0,1.0
2016-08-07,,18,27,22,11,15,30,1,1,0,2.0,1.0,2.0,2.0
2016-08-08,,22,36,13,12,17,15,3,5,3,0.0,0.0,1.0,1.0
2016-08-09,,24,28,14,11,13,20,1,0,0,1.0,0.0,1.0,0.0
2016-08-10,,14,32,11,19,17,17,1,5,1,0.0,4.0,1.0,1.0
2016-08-11,,25,27,17,8,9,13,1,6,4,0.0,0.0,1.0,1.0
2016-08-12,,28,35,8,8,13,15,1,1,2,0.0,1.0,2.0,0.0
2016-08-13,,32,28,18,10,22,16,3,0,4,1.0,2.0,1.0,0.0
2016-08-14,,21,23,8,3,17,17,3,0,2,0.0,0.0,1.0,1.0
2016-08-15,,20,23,10,24,11,18,3,1,5,1.0,0.0,0.0,1.0
2016-08-16,,19,28,10,12,16,22,1,3,3,0.0,1.0,0.0,0.0
2016-08-17,,23,41,8,8,10,13,3,0,1,0.0,2.0,1.0,1.0
2016-08-18,,21,36,15,11,19,16,0,0,1,0.0,0.0,0.0,0.0
2016-08-19,,19,35,10,10,15,19,1,8,0,1.0,2.0,1.0,2.0
2016-08-20,,29,32,21,10,6,18,0,1,2,0.0,1.0,2.0,2.0
2016-08-21,,32,20,12,12,12,11,1,3,2,1.0,0.0,0.0,1.0
2016-08-22,,22,27,10,11,16,22,5,3,3,0.0,2.0,2.0,1.0
2016-08-23,,19,28,5,18,12,24,2,0,3,0.0,1.0,0.0,1.0
2016-08-24,,9,29,17,17,9,20,1,0,0,2.0,2.0,0.0,0.0
2016-08-25,,13,33,7,17,12,30,1,1,3,0.0,0.0,1.0,1.0
2016-08-26,,22,24,8,14,15,28,0,7,2,0.0,2.0,0.0,1.0
2016-08-27,,13,22,11,9,28,26,2,4,2,1.0,3.0,2.0,0.0
2016-08-28,,29,26,16,8,25,22,0,4,5,1.0,0.0,1.0,0.0
2016-08-29,,26,30,13,13,6,19,2,0,6,1.0,0.0,1.0,2.0
2016-08-30,,28,30,12,19,10,12,1,0,1,0.0,0.0,1.0,1.0
2016-08-31,,24,24,12,12,29,16,4,1,0,0.0,0.0,1.0,0.0
2016-09-01,,26,58,9,11,16,11,2,3,0,0.0,0.0,1.0,2.0
2016-09-02,,23,30,11,15,18,8,4,2,1,1.0,2.0,0.0,1.0
2016-09-03,,32,24,4,15,21,8,3,2,2,1.0,0.0,0.0,0.0
2016-09-04,,23,19,9,21,14,18,3,2,2,1.0,1.0,1.0,2.0
2016-09-05,,30,20,13,7,16,21,6,0,0,0.0,1.0,5.0,0.0
2016-09-06,,21,35,16,16,17,17,0,0,2,1.0,1.0,2.0,1.0
2016-09-07,,20,37,9,15,20,21,3,1,7,0.0,5.0,3.0,0.0
2016-09-08,,22,35,5,9,16,16,2,2,0,0.0,3.0,0.0,0.0
2016-09-09,,25,36,9,11,14,23,0,2,4,1.0,1.0,1.0,0.0
2016-09-10,,26,30,11,13,11,22,1,2,4,2.0,0.0,0.0,0.0
2016-09-11,,34,41,19,16,26,18,1,1,3,0.0,0.0,1.0,1.0
2016-09-12,,25,32,10,17,17,18,2,0,3,1.0,0.0,1.0,1.0
2016-09-13,,25,35,9,9,25,21,2,0,2,0.0,0.0,1.0,0.0
2016-09-14,,17,40,10,10,14,16,2,3,1,1.0,1.0,0.0,0.0
2016-09-15,,34,40,15,11,10,15,0,0,2,1.0,2.0,1.0,0.0
2016-09-16,,28,20,8,10,13,26,4,1,2,1.0,3.0,0.0,0.0
2016-09-17,,29,29,8,8,19,21,2,0,1,2.0,0.0,4.0,2.0
2016-09-18,,23,26,15,20,16,15,3,2,3,1.0,2.0,1.0,0.0
